datetime,count
2011-01-31 18:00:00,134.038
2011-01-31 19:00:00,119.154
2011-01-31 20:00:00,69.442
2011-01-31 21:00:00,46.404
2011-01-31 22:00:00,30.75
2011-01-31 23:00:00,17.902
2011-02-20 00:00:00,35.244
2011-02-20 01:00:00,19.098
2011-02-20 02:00:00,15.352
2011-02-20 03:00:00,10.312
2011-02-20 04:00:00,2.776
2011-02-20 06:00:00,3.992
2011-02-20 07:00:00,15.792
2011-02-20 08:00:00,29.39
2011-02-20 09:00:00,44.024
2011-02-20 10:00:00,93.126
2011-02-20 11:00:00,111.252
2011-02-20 12:00:00,129.026
2011-02-20 13:00:00,153.48
2011-02-20 14:00:00,142.63
2011-02-20 15:00:00,147.97
2011-02-20 16:00:00,150.286
2011-02-20 17:00:00,107.608
2011-02-20 18:00:00,94.148
2011-02-20 19:00:00,90.094
2011-02-20 20:00:00,70.106
2011-02-20 21:00:00,51.626
2011-02-20 22:00:00,48.856
2011-02-20 23:00:00,37.59
2011-02-21 00:00:00,18.492
2011-02-21 01:00:00,15.248
2011-02-21 02:00:00,11.47
2011-02-21 03:00:00,4.78
2011-02-21 04:00:00,4.382
2011-02-21 05:00:00,8.202
2011-02-21 06:00:00,24.258
2011-02-21 07:00:00,89.636
2011-02-21 08:00:00,125.194
2011-02-21 09:00:00,93.758
2011-02-21 10:00:00,85.788
2011-02-21 11:00:00,87.332
2011-02-21 12:00:00,91.576
2011-02-21 13:00:00,66.32
2011-02-21 14:00:00,89.512
2011-02-21 15:00:00,92.836
2011-02-21 16:00:00,77.156
2011-02-21 17:00:00,95.48
2011-02-21 18:00:00,81.584
2011-02-21 19:00:00,68.8
2011-02-21 20:00:00,48.138
2011-02-21 21:00:00,47.78
2011-02-21 22:00:00,35.038
2011-02-21 23:00:00,18.526
2011-02-22 06:00:00,33.172
2011-02-22 07:00:00,88.048
2011-02-22 08:00:00,188.118
2011-02-22 09:00:00,107.778
2011-02-22 10:00:00,50.708
2011-02-22 11:00:00,53.94
2011-02-22 12:00:00,60.606
2011-02-22 13:00:00,68.758
2011-02-22 14:00:00,68.186
2011-02-22 15:00:00,71.97
2011-02-22 16:00:00,74.552
2011-02-22 17:00:00,157.138
2011-02-22 18:00:00,157.626
2011-02-22 19:00:00,100.594
2011-02-22 20:00:00,76.436
2011-02-22 21:00:00,57.63
2011-02-22 22:00:00,38.746
2011-02-22 23:00:00,22.13
2011-02-23 00:00:00,10.264
2011-02-23 01:00:00,5.276
2011-02-23 02:00:00,1.946
2011-02-23 03:00:00,1.708
2011-02-23 05:00:00,5.374
2011-02-23 06:00:00,30.438
2011-02-23 07:00:00,86.824
2011-02-23 08:00:00,194.968
2011-02-23 09:00:00,122.536
2011-02-23 10:00:00,61.058
2011-02-23 11:00:00,62.97
2011-02-23 12:00:00,72.794
2011-02-23 13:00:00,75.976
2011-02-23 14:00:00,79.288
2011-02-23 15:00:00,78.384
2011-02-23 16:00:00,104.802
2011-02-23 17:00:00,213.002
2011-02-23 18:00:00,199.706
2011-02-23 19:00:00,136.294
2011-02-23 20:00:00,79.184
2011-02-23 21:00:00,63.586
2011-02-23 22:00:00,49.154
2011-02-23 23:00:00,26.95
2011-02-24 00:00:00,11.124
2011-02-24 01:00:00,5.472
2011-02-24 02:00:00,2.04
2011-02-24 03:00:00,2.036
2011-02-24 05:00:00,5.698
2011-02-24 06:00:00,34.408
2011-02-24 07:00:00,99.924
2011-02-24 08:00:00,236.986
2011-02-24 09:00:00,122.076
2011-02-24 10:00:00,61.104
2011-02-24 11:00:00,81.208
2011-02-24 12:00:00,93.446
2011-02-24 13:00:00,90.812
2011-02-24 14:00:00,90.692
2011-02-24 15:00:00,56.194
2011-02-24 16:00:00,63.612
2011-02-24 17:00:00,166.416
2011-02-24 18:00:00,170.32
2011-02-24 19:00:00,96.954
2011-02-24 20:00:00,85.61
2011-02-24 21:00:00,65.648
2011-02-24 22:00:00,46.646
2011-02-24 23:00:00,38.03
2011-02-25 00:00:00,23.878
2011-02-25 01:00:00,10.204
2011-02-25 02:00:00,8.57
2011-02-25 03:00:00,2.182
2011-02-25 05:00:00,8.552
2011-02-25 06:00:00,31.456
2011-02-25 07:00:00,69.748
2011-02-25 08:00:00,161.73
2011-02-25 09:00:00,73.048
2011-02-25 10:00:00,49.37
2011-02-25 11:00:00,121.204
2011-02-25 12:00:00,167.008
2011-02-25 13:00:00,169.152
2011-02-25 14:00:00,170.86
2011-02-25 15:00:00,180.284
2011-02-25 16:00:00,106.79
2011-02-25 17:00:00,188.162
2011-02-25 18:00:00,174.516
2011-02-25 19:00:00,109.74
2011-02-25 20:00:00,72.654
2011-02-25 21:00:00,50.014
2011-02-25 22:00:00,44.236
2011-02-25 23:00:00,27.162
2011-02-26 00:00:00,30.798
2011-02-26 01:00:00,18.796
2011-02-26 02:00:00,14.716
2011-02-26 03:00:00,11.372
2011-02-26 04:00:00,3.324
2011-02-26 05:00:00,3.162
2011-02-26 06:00:00,4.832
2011-02-26 07:00:00,15.946
2011-02-26 08:00:00,36.972
2011-02-26 09:00:00,50.436
2011-02-26 10:00:00,102.752
2011-02-26 11:00:00,126.986
2011-02-26 12:00:00,127.924
2011-02-26 13:00:00,136.062
2011-02-26 14:00:00,133.072
2011-02-26 15:00:00,139.056
2011-02-26 16:00:00,141.256
2011-02-26 17:00:00,117.772
2011-02-26 18:00:00,97.944
2011-02-26 19:00:00,75.498
2011-02-26 20:00:00,63.056
2011-02-26 21:00:00,45.958
2011-02-26 22:00:00,45.81
2011-02-26 23:00:00,41.602
2011-02-27 00:00:00,34.996
2011-02-27 01:00:00,29.204
2011-02-27 02:00:00,23.246
2011-02-27 03:00:00,12.538
2011-02-27 04:00:00,4.906
2011-02-27 06:00:00,4.028
2011-02-27 07:00:00,13.2
2011-02-27 08:00:00,37.454
2011-02-27 09:00:00,48.112
2011-02-27 10:00:00,87.576
2011-02-27 11:00:00,127.748
2011-02-27 12:00:00,148.904
2011-02-27 13:00:00,158.498
2011-02-27 14:00:00,192.298
2011-02-27 15:00:00,231.592
2011-02-27 16:00:00,246.574
2011-02-27 17:00:00,122.866
2011-02-27 18:00:00,106.03
2011-02-27 19:00:00,104.974
2011-02-27 20:00:00,74.292
2011-02-27 21:00:00,63.668
2011-02-27 22:00:00,60.01
2011-02-27 23:00:00,39.932
2011-02-28 00:00:00,16.942
2011-02-28 01:00:00,5.408
2011-02-28 03:00:00,2.002
2011-02-28 05:00:00,8.656
2011-02-28 06:00:00,38.67
2011-02-28 07:00:00,118.566
2011-02-28 08:00:00,215.406
2011-02-28 09:00:00,135.086
2011-02-28 10:00:00,89.09
2011-02-28 11:00:00,99.788
2011-02-28 12:00:00,116.744
2011-02-28 13:00:00,97.356
2011-02-28 14:00:00,59.32
2011-02-28 15:00:00,59.852
2011-02-28 16:00:00,78.898
2011-02-28 17:00:00,153.664
2011-02-28 18:00:00,144.77
2011-02-28 19:00:00,101.16
2011-02-28 20:00:00,100.488
2011-02-28 21:00:00,71.424
2011-02-28 22:00:00,43.424
2011-02-28 23:00:00,29.418
2011-03-20 00:00:00,41.838
2011-03-20 01:00:00,32.228
2011-03-20 02:00:00,23.886
2011-03-20 03:00:00,12.788
2011-03-20 04:00:00,3.32
2011-03-20 05:00:00,2.794
2011-03-20 06:00:00,5.11
2011-03-20 07:00:00,22.874
2011-03-20 08:00:00,44.512
2011-03-20 09:00:00,63.05
2011-03-20 10:00:00,121.64
2011-03-20 11:00:00,139.406
2011-03-20 12:00:00,153.364
2011-03-20 13:00:00,156.008
2011-03-20 14:00:00,155.482
2011-03-20 15:00:00,156.29
2011-03-20 16:00:00,158.074
2011-03-20 17:00:00,145.022
2011-03-20 18:00:00,137.44
2011-03-20 19:00:00,100.982
2011-03-20 20:00:00,81.668
2011-03-20 21:00:00,57.848
2011-03-20 22:00:00,56.922
2011-03-20 23:00:00,40.144
2011-03-21 00:00:00,13.142
2011-03-21 01:00:00,6.202
2011-03-21 02:00:00,6.822
2011-03-21 03:00:00,2.978
2011-03-21 05:00:00,7.71
2011-03-21 06:00:00,42.042
2011-03-21 07:00:00,82.612
2011-03-21 08:00:00,226.31
2011-03-21 09:00:00,130.252
2011-03-21 10:00:00,77.95
2011-03-21 11:00:00,87.14
2011-03-21 12:00:00,111.494
2011-03-21 13:00:00,123.14
2011-03-21 14:00:00,129.218
2011-03-21 15:00:00,140.934
2011-03-21 16:00:00,161.652
2011-03-21 17:00:00,321.822
2011-03-21 18:00:00,302.026
2011-03-21 19:00:00,246.174
2011-03-21 20:00:00,179.69
2011-03-21 21:00:00,109.558
2011-03-21 22:00:00,94.498
2011-03-21 23:00:00,66.576
2011-03-22 00:00:00,38.352
2011-03-22 01:00:00,7.566
2011-03-22 02:00:00,7.304
2011-03-22 03:00:00,4.638
2011-03-22 04:00:00,4.242
2011-03-22 05:00:00,13.092
2011-03-22 06:00:00,43.336
2011-03-22 07:00:00,141.71
2011-03-22 08:00:00,242.79
2011-03-22 09:00:00,136.778
2011-03-22 10:00:00,107.296
2011-03-22 11:00:00,110.482
2011-03-22 12:00:00,130.118
2011-03-22 13:00:00,118.686
2011-03-22 14:00:00,125.158
2011-03-22 15:00:00,128.656
2011-03-22 16:00:00,172.594
2011-03-22 17:00:00,334.45
2011-03-22 18:00:00,310.616
2011-03-22 19:00:00,191.572
2011-03-22 20:00:00,136.516
2011-03-22 21:00:00,90.962
2011-03-22 22:00:00,77.592
2011-03-22 23:00:00,39.422
2011-03-23 00:00:00,17.182
2011-03-23 01:00:00,6.194
2011-03-23 02:00:00,4.542
2011-03-23 03:00:00,2.94
2011-03-23 05:00:00,8.91
2011-03-23 06:00:00,42.364
2011-03-23 07:00:00,121.544
2011-03-23 08:00:00,233.466
2011-03-23 09:00:00,139.856
2011-03-23 10:00:00,70.39
2011-03-23 11:00:00,67.64
2011-03-23 12:00:00,75.636
2011-03-23 13:00:00,70.324
2011-03-23 14:00:00,87.512
2011-03-23 15:00:00,88.732
2011-03-23 16:00:00,128.442
2011-03-23 17:00:00,239.154
2011-03-23 18:00:00,170.22
2011-03-23 19:00:00,119.402
2011-03-23 20:00:00,80.156
2011-03-23 21:00:00,57.734
2011-03-23 22:00:00,48.944
2011-03-23 23:00:00,36.618
2011-03-24 00:00:00,14.768
2011-03-24 01:00:00,5.62
2011-03-24 02:00:00,4.73
2011-03-24 03:00:00,2.628
2011-03-24 04:00:00,2.082
2011-03-24 05:00:00,7.874
2011-03-24 06:00:00,40.636
2011-03-24 07:00:00,76.372
2011-03-24 08:00:00,128.46
2011-03-24 09:00:00,128.406
2011-03-24 10:00:00,66.32
2011-03-24 11:00:00,68.688
2011-03-24 12:00:00,81.816
2011-03-24 13:00:00,93.844
2011-03-24 14:00:00,89.958
2011-03-24 15:00:00,86.828
2011-03-24 16:00:00,102.616
2011-03-24 17:00:00,222.498
2011-03-24 18:00:00,200.022
2011-03-24 19:00:00,126.296
2011-03-24 20:00:00,88.896
2011-03-24 21:00:00,65.608
2011-03-24 22:00:00,55.976
2011-03-24 23:00:00,33.112
2011-03-25 00:00:00,17.052
2011-03-25 01:00:00,5.994
2011-03-25 02:00:00,3.46
2011-03-25 03:00:00,2.772
2011-03-25 04:00:00,1.866
2011-03-25 05:00:00,9.488
2011-03-25 06:00:00,39.918
2011-03-25 07:00:00,127.474
2011-03-25 08:00:00,235.934
2011-03-25 09:00:00,142.876
2011-03-25 10:00:00,88.836
2011-03-25 11:00:00,92.066
2011-03-25 12:00:00,106.836
2011-03-25 13:00:00,105.592
2011-03-25 14:00:00,115.102
2011-03-25 15:00:00,104.098
2011-03-25 16:00:00,123.27
2011-03-25 17:00:00,221.818
2011-03-25 18:00:00,211.808
2011-03-25 19:00:00,131.44
2011-03-25 20:00:00,88.296
2011-03-25 21:00:00,69.74
2011-03-25 22:00:00,55.276
2011-03-25 23:00:00,34.418
2011-03-26 00:00:00,34.212
2011-03-26 01:00:00,21.856
2011-03-26 02:00:00,19.436
2011-03-26 03:00:00,11.596
2011-03-26 04:00:00,4.478
2011-03-26 05:00:00,3.844
2011-03-26 06:00:00,13.822
2011-03-26 07:00:00,39.86
2011-03-26 08:00:00,68.616
2011-03-26 09:00:00,86.518
2011-03-26 10:00:00,121.19
2011-03-26 11:00:00,130.284
2011-03-26 12:00:00,145.638
2011-03-26 13:00:00,162.85
2011-03-26 14:00:00,169.276
2011-03-26 15:00:00,175.832
2011-03-26 16:00:00,168.354
2011-03-26 17:00:00,167.226
2011-03-26 18:00:00,149.018
2011-03-26 19:00:00,92.356
2011-03-26 20:00:00,67.354
2011-03-26 21:00:00,57.502
2011-03-26 22:00:00,54.724
2011-03-26 23:00:00,34.398
2011-03-27 00:00:00,38.918
2011-03-27 01:00:00,22.094
2011-03-27 02:00:00,21.044
2011-03-27 03:00:00,12.67
2011-03-27 04:00:00,4.972
2011-03-27 06:00:00,8.604
2011-03-27 07:00:00,71.212
2011-03-27 08:00:00,57.888
2011-03-27 09:00:00,78.002
2011-03-27 10:00:00,104.092
2011-03-27 11:00:00,120.25
2011-03-27 12:00:00,131.54
2011-03-27 13:00:00,148.156
2011-03-27 14:00:00,161.738
2011-03-27 15:00:00,159.734
2011-03-27 16:00:00,173.726
2011-03-27 17:00:00,154.976
2011-03-27 18:00:00,123.614
2011-03-27 19:00:00,97.408
2011-03-27 20:00:00,64.286
2011-03-27 21:00:00,46.688
2011-03-27 22:00:00,45.794
2011-03-27 23:00:00,33.03
2011-03-28 00:00:00,11.71
2011-03-28 01:00:00,4.932
2011-03-28 02:00:00,3.64
2011-03-28 03:00:00,2.312
2011-03-28 05:00:00,8.302
2011-03-28 06:00:00,38.212
2011-03-28 07:00:00,129.626
2011-03-28 08:00:00,219.174
2011-03-28 09:00:00,135.56
2011-03-28 10:00:00,84.926
2011-03-28 11:00:00,79.23
2011-03-28 12:00:00,89.706
2011-03-28 13:00:00,92.664
2011-03-28 14:00:00,101.106
2011-03-28 15:00:00,98.628
2011-03-28 16:00:00,125.732
2011-03-28 17:00:00,249.81
2011-03-28 18:00:00,231.5
2011-03-28 19:00:00,148.834
2011-03-28 20:00:00,106.722
2011-03-28 21:00:00,76.894
2011-03-28 22:00:00,60.132
2011-03-28 23:00:00,30.572
2011-03-29 00:00:00,13.608
2011-03-29 01:00:00,3.46
2011-03-29 02:00:00,6.542
2011-03-29 03:00:00,2.23
2011-03-29 04:00:00,1.724
2011-03-29 05:00:00,6.942
2011-03-29 06:00:00,40.216
2011-03-29 07:00:00,130.176
2011-03-29 08:00:00,230.822
2011-03-29 09:00:00,145.736
2011-03-29 10:00:00,85.24
2011-03-29 11:00:00,86.732
2011-03-29 12:00:00,101.8
2011-03-29 13:00:00,96.464
2011-03-29 14:00:00,103.382
2011-03-29 15:00:00,111.324
2011-03-29 16:00:00,128.848
2011-03-29 17:00:00,259.944
2011-03-29 18:00:00,250.486
2011-03-29 19:00:00,160.884
2011-03-29 20:00:00,114.452
2011-03-29 21:00:00,85.892
2011-03-29 22:00:00,73.248
2011-03-29 23:00:00,33.314
2011-03-30 00:00:00,16.27
2011-03-30 01:00:00,8.8
2011-03-30 02:00:00,4.54
2011-03-30 03:00:00,3.506
2011-03-30 04:00:00,3.66
2011-03-30 05:00:00,10.466
2011-03-30 06:00:00,44.812
2011-03-30 07:00:00,136.514
2011-03-30 08:00:00,245.8
2011-03-30 09:00:00,149.34
2011-03-30 10:00:00,87.612
2011-03-30 11:00:00,87.788
2011-03-30 12:00:00,98.574
2011-03-30 13:00:00,95.992
2011-03-30 14:00:00,89.798
2011-03-30 15:00:00,56.666
2011-03-30 16:00:00,63.912
2011-03-30 17:00:00,163.432
2011-03-30 18:00:00,176.822
2011-03-30 19:00:00,106.16
2011-03-30 20:00:00,75.716
2011-03-30 21:00:00,65.338
2011-03-30 22:00:00,43.002
2011-03-30 23:00:00,29.578
2011-03-31 00:00:00,10.526
2011-03-31 01:00:00,4.17
2011-03-31 02:00:00,4.154
2011-03-31 03:00:00,2.88
2011-03-31 04:00:00,2.488
2011-03-31 05:00:00,6.466
2011-03-31 06:00:00,30.62
2011-03-31 07:00:00,83.212
2011-03-31 08:00:00,194.56
2011-03-31 09:00:00,79.56
2011-03-31 10:00:00,52.264
2011-03-31 11:00:00,59.13
2011-03-31 12:00:00,64.7
2011-03-31 13:00:00,69.6
2011-03-31 14:00:00,69.002
2011-03-31 15:00:00,50.656
2011-03-31 16:00:00,90.28
2011-03-31 17:00:00,208.738
2011-03-31 18:00:00,201.036
2011-03-31 19:00:00,125.268
2011-03-31 20:00:00,76.002
2011-03-31 21:00:00,65.062
2011-03-31 22:00:00,44.456
2011-03-31 23:00:00,38.12
2011-04-20 00:00:00,41.594
2011-04-20 01:00:00,7.13
2011-04-20 02:00:00,8.272
2011-04-20 03:00:00,4.57
2011-04-20 04:00:00,3.932
2011-04-20 05:00:00,13.144
2011-04-20 06:00:00,43.542
2011-04-20 07:00:00,181.9
2011-04-20 08:00:00,361.688
2011-04-20 09:00:00,174.5
2011-04-20 10:00:00,123.708
2011-04-20 11:00:00,140.932
2011-04-20 12:00:00,151.306
2011-04-20 13:00:00,151.158
2011-04-20 14:00:00,142.826
2011-04-20 15:00:00,144.08
2011-04-20 16:00:00,197.844
2011-04-20 17:00:00,357.444
2011-04-20 18:00:00,358.482
2011-04-20 19:00:00,299.992
2011-04-20 20:00:00,191.386
2011-04-20 21:00:00,143.39
2011-04-20 22:00:00,119.538
2011-04-20 23:00:00,87.058
2011-04-21 00:00:00,32.198
2011-04-21 01:00:00,14.872
2011-04-21 02:00:00,13.32
2011-04-21 03:00:00,4.454
2011-04-21 04:00:00,4.966
2011-04-21 05:00:00,9.546
2011-04-21 06:00:00,50.314
2011-04-21 07:00:00,168.056
2011-04-21 08:00:00,242.828
2011-04-21 09:00:00,156.17
2011-04-21 10:00:00,121.192
2011-04-21 11:00:00,124.822
2011-04-21 12:00:00,133.722
2011-04-21 13:00:00,135.792
2011-04-21 14:00:00,126.334
2011-04-21 15:00:00,133.328
2011-04-21 16:00:00,173.544
2011-04-21 17:00:00,332.788
2011-04-21 18:00:00,310.92
2011-04-21 19:00:00,220.082
2011-04-21 20:00:00,182.774
2011-04-21 21:00:00,106.708
2011-04-21 22:00:00,88.852
2011-04-21 23:00:00,46.016
2011-04-22 00:00:00,31.33
2011-04-22 01:00:00,17.422
2011-04-22 02:00:00,9.566
2011-04-22 03:00:00,4.758
2011-04-22 04:00:00,4.258
2011-04-22 05:00:00,9.668
2011-04-22 06:00:00,52.396
2011-04-22 07:00:00,141.092
2011-04-22 08:00:00,236.702
2011-04-22 09:00:00,127.47
2011-04-22 10:00:00,108.646
2011-04-22 11:00:00,95.97
2011-04-22 12:00:00,105.654
2011-04-22 13:00:00,74.586
2011-04-22 14:00:00,32.654
2011-04-22 15:00:00,75.03
2011-04-22 16:00:00,112.6
2011-04-22 17:00:00,169.246
2011-04-22 18:00:00,157.17
2011-04-22 19:00:00,107.038
2011-04-22 20:00:00,94.758
2011-04-22 21:00:00,61.278
2011-04-22 22:00:00,47.962
2011-04-22 23:00:00,48.074
2011-04-23 00:00:00,33.93
2011-04-23 01:00:00,25.39
2011-04-23 02:00:00,25.306
2011-04-23 03:00:00,15.514
2011-04-23 04:00:00,6.926
2011-04-23 05:00:00,6.362
